x_0	y_0	z_0	x_1	y_1	z_1	x_2	y_2	z_2	x_3	y_3	z_3	x_4	y_4	z_4	x_5	y_5	z_5	x_6	y_6	z_6	x_7	y_7	z_7	x_8	y_8	z_8	x_9	y_9	z_9	x_1	y_1	z_1	x_11	y_11	z_11	x_12	y_12	z_12	x_13	y_13	z_13	x_14	y_14	z_14	x_15	y_15	z_15	x_16	y_16	z_16	x_17	y_17	z_17	x_18	y_18	z_18	x_19	y_19	z_19	x_2	y_2	z_2	x_21	y_21	z_21	x_22	y_22	z_22	x_23	y_23	z_23	x_24	y_24	z_24	x_25	y_25	z_25	x_26	y_26	z_26	x_27	y_27	z_27	x_28	y_28	z_28	x_29	y_29	z_29	x_3	y_3	z_3	x_31	y_31	z_31	x_32	y_32	z_32	x_33	y_33	z_33	x_34	y_34	z_34	x_35	y_35	z_35	x_36	y_36	z_36	x_37	y_37	z_37	x_38	y_38	z_38	x_39	y_39	z_39	x_4	y_4	z_4	x_41	y_41	z_41	x_42	y_42	z_42	x_43	y_43	z_43	x_44	y_44	z_44	x_45	y_45	z_45	x_46	y_46	z_46	x_47	y_47	z_47	x_48	y_48	z_48	x_49	y_49	z_49	x_5	y_5	z_5	x_51	y_51	z_51	x_52	y_52	z_52	x_53	y_53	z_53	x_54	y_54	z_54	x_55	y_55	z_55	x_56	y_56	z_56	x_57	y_57	z_57	x_58	y_58	z_58	x_59	y_59	z_59	x_6	y_6	z_6	x_61	y_61	z_61	x_62	y_62	z_62	x_63	y_63	z_63	x_64	y_64	z_64	x_65	y_65	z_65	x_66	y_66	z_66	x_67	y_67	z_67	x_68	y_68	z_68	x_69	y_69	z_69	x_7	y_7	z_7	x_71	y_71	z_71	x_72	y_72	z_72	x_73	y_73	z_73	x_74	y_74	z_74	x_75	y_75	z_75	x_76	y_76	z_76	x_77	y_77	z_77	x_78	y_78	z_78	x_79	y_79	z_79	x_8	y_8	z_8	x_81	y_81	z_81	x_82	y_82	z_82	x_83	y_83	z_83	x_84	y_84	z_84	x_85	y_85	z_85	x_86	y_86	z_86	x_87	y_87	z_87	x_88	y_88	z_88	x_89	y_89	z_89	x_9	y_9	z_9	x_91	y_91	z_91	x_92	y_92	z_92	x_93	y_93	z_93	x_94	y_94	z_94	x_95	y_95	z_95	x_96	y_96	z_96	x_97	y_97	z_97	x_98	y_98	z_98	x_99	y_99	z_99	x_10	y_10	z_10	x_101	y_101	z_101	x_102	y_102	z_102	x_103	y_103	z_103	x_104	y_104	z_104	x_105	y_105	z_105	x_106	y_106	z_106	x_107	y_107	z_107	x_108	y_108	z_108	
5,323471	5,806955	6,32139	-5,513946	-7,48537	-0,9374887	-3,352064	6,549371	-4,562112	4,978033	-1,896212	4,45182	6,790243	7,490097	-2,741483	7,738471	3,195572	-2,504541	-4,290966	-4,919572	-4,892311	-5,048589	-3,485549	-4,577833	4,262126	-3,0554	6,623828	6,833344	1,74316	0,09774233	-5,021667	-5,014266	-3,042961	-7,567788	3,34191	0,3647762	1,289208	2,591023	2,521415	-1,546512	7,398348	4,011585	-3,639522	-5,3355	7,581508	-2,778734	2,53473	-2,910493	-3,671347	1,614437	2,726527	3,213701	7,534644	4,000179	-4,359655	0,38581	1,604771	-3,18594	6,14469	4,360628	-3,645922	5,631678	-6,13124	0,5490912	5,280214	4,506287	-6,429911	7,306258	7,853662	5,130683	2,419826	0,4894046	0,5862734	4,497923	-2,883897	-0,5894185	-0,09835196	-5,7199	-4,991765	4,829911	-3,9931	-6,017102	-0,2353682	-4,548909	0,9568594	4,791868	-5,0439	6,760005	-3,524851	4,446334	6,160788	-5,90059	-6,23333	2,142825	3,811387	-2,615714	-4,924778	-4,348824	3,228472	-2,764155	-0,8020297	7,194611	-5,762877	-5,372572	-4,963279	-1,115924	4,229763	-7,515838	-0,6753292	-2,228261	-3,467388	5,152198	-6,654158	-7,198233	5,86186	-1,433807	-2,484418	1,055196	0,61323	-5,485609	4,897562	6,370678	-2,055323	4,043071	2,425486	2,398513	-4,650567	5,267756	4,090261	4,895815	3,967099	-2,039099	-4,020042	5,772391	-2,368059	-3,187711	7,745775	-2,862796	-5,528062	-0,5646659	6,70341	-7,035097	4,280965	-2,754806	7,868704	2,020026	3,037946	0,7140814	0,3382827	0,8272921	1,249933	-1,805948	0,2019419	0,6382077	-4,465357	6,962007	-3,606099	2,428856	1,804639	6,571711	1,17224	-4,426548	3,169826	1,049571	-1,179582	-7,621623	0,6408256	-1,459553	-6,047714	2,425624	-1,064656	-0,7587323	-3,870651	1,416896	1,644946	-5,615469	-7,013208	-1,154932	5,027111	-6,052926	2,922955	3,265876	-2,565892	4,804649	3,562356	1,551723	4,935263	-0,2238377	6,53814	-6,399902	6,078037	5,006478	-3,10123	1,342012	-0,1636505	5,180116	-2,204923	-4,768607	6,424776	7,490326	-6,6208	-3,5025	-1,238205	5,912659	-6,108052	-5,991334	-5,935297	5,975215	5,548833	5,401745	-0,1424345	-4,351244	5,906364	6,139343	6,365177	5,487215	5,268694	-4,556885	-7,135337	0,002306815	-7,647811	4,347587	1,928866	-5,657503	2,787337	-6,419454	4,464829	4,589454	5,755398	0,4202918	5,536785	-7,432126	-1,574545	-3,495919	-0,4785504	2,912701	1,553691	-0,5129797	6,150216	0,7829	7,604733	5,041205	-2,306744	1,929985	7,040773	-0,5701002	-2,255822	-6,843918	4,047211	-0,7226341	5,2045	-5,471567	-3,439341	-7,780183	-2,871459	7,86496	-0,7103083	5,2233	1,402283	-1,382106	-4,547524	-4,066476	-2,218326	-2,707101	0,0817633	2,614279	4,727306	3,818382	2,324133	-2,698708	-2,905919	-0,3494389	5,424057	-0,08627801	-6,99141	-7,246433	-6,434927	-0,03691795	7,666168	-7,58563	-5,927217	-7,437896	-7,485463	4,495193	-1,590394	6,785046	6,993262	-6,849887	7,042321	1,612078	7,20843	-6,841435	5,621336	4,709425	-7,741454	7,492021	-1,472872	5,388028	-4,375118	-7,470795	-0,08627801	-6,99141	-7,246433	-6,434927	-0,03691795	7,666168	-7,58563	-5,927217	-7,437896	-7,485463	4,495193	-1,590394	6,785046	6,993262	-6,849887	7,042321	1,612078	7,20843	-6,841435	5,621336	4,709425	-7,741454	7,492021	-1,472872	5,388028	-4,375118	-7,470795	
5,390786	5,757462	6,36184	-5,467813	-7,498435	-0,9583994	-3,312684	6,589763	-4,626429	5,020761	-1,940729	4,446162	6,824878	7,507321	-2,801254	7,660962	3,175366	-2,548683	-4,314838	-4,886681	-4,890773	-4,984173	-3,490813	-4,480079	4,221529	-3,089678	6,543494	6,810983	1,776459	0,1773179	-5,119867	-5,095996	-3,111623	-7,642875	3,306397	0,2674027	1,234963	2,596902	2,542993	-1,582733	7,350646	4,065889	-3,580071	-5,367078	7,546545	-2,706961	2,570892	-2,873309	-3,611421	1,536051	2,764451	3,253151	7,448353	4,066351	-4,345933	0,3288638	1,595016	-3,160026	6,055848	4,305644	-3,672031	5,650522	-6,187534	0,6365221	5,351589	4,485631	-6,482808	7,233468	7,914824	5,180398	2,362404	0,5291279	0,6618396	4,451035	-2,917542	-0,5039953	-0,03793705	-5,81351	-4,909054	4,794428	-3,989795	-6,101489	-0,1642851	-4,638025	0,9729016	4,692336	-5,011618	6,779345	-3,433754	4,45854	6,229887	-5,942101	-6,177699	2,075412	3,799952	-2,640269	-4,981632	-4,411209	3,247097	-2,680253	-0,8633813	7,209555	-5,705195	-5,329887	-4,986431	-1,176848	4,159254	-7,56098	-0,659107	-2,132507	-3,509501	5,167291	-6,589362	-7,222686	5,927838	-1,382864	-2,442892	0,9800113	0,6907905	-5,449101	4,811967	6,372239	-2,152041	4,080697	2,354796	2,47764	-4,727858	5,21699	4,074159	4,986914	3,968777	-1,974549	-3,978595	5,846649	-2,370229	-3,136837	7,673732	-2,895182	-5,471015	-0,5767319	6,759794	-6,972657	4,367537	-2,803824	7,777464	2,111667	3,042311	0,8121517	0,3312809	0,7696687	1,336583	-1,903135	0,1509801	0,5556988	-4,433801	7,050995	-3,608902	2,461338	1,814583	6,512585	1,263979	-4,439764	3,199994	0,9876829	-1,225471	-7,601882	0,5936249	-1,432005	-5,965397	2,408468	-1,161583	-0,8379273	-3,935787	1,341118	1,6719	-5,521786	-7,065155	-1,065893	4,985215	-5,99054	2,929801	3,262172	-2,664994	4,832711	3,631088	1,46281	5,013213	-0,2005922	6,467452	-6,362328	6,117423	4,987264	-3,053373	1,273741	-0,1070929	5,105241	-2,127808	-4,675643	6,471794	7,479528	-6,579007	-3,524554	-1,26807	5,848589	-6,0191	-5,902009	-6,001656	5,968207	5,504408	5,404069	-0,1960875	-4,254182	5,868477	6,044078	6,445925	5,581244	5,363748	-4,551356	-7,181516	0,07194942	-7,60637	4,278456	1,932732	-5,653137	2,816116	-6,340086	4,407149	4,611584	5,835196	0,4162149	5,529166	-7,509753	-1,500486	-3,489009	-0,4076385	2,952749	1,554217	-0,5631483	6,242274	0,805739	7,560561	5,104126	-2,245297	1,946262	7,069729	-0,6032414	-2,164636	-6,894701	4,127222	-0,7605774	5,218912	-5,427898	-3,485185	-7,725339	-2,817107	7,906691	-0,7038881	5,207244	1,380309	-1,43669	-4,621445	-4,076054	-2,238782	-2,736193	0,02487311	2,661621	4,669365	3,888996	2,231055	-2,604208	-2,82989	-0,3529591	5,45589	-0,07524814	-6,94892	-7,304783	-6,502975	-0,06728657	7,724774	-7,562184	-5,976318	-7,460281	-7,414559	4,464716	-1,607153	6,854652	6,905642	-6,905658	6,942892	1,57357	7,13935	-6,839282	5,7177	4,779113	-7,691396	7,534467	-1,532573	5,386879	-4,297758	-7,535891	-0,07524814	-6,94892	-7,304783	-6,502975	-0,06728657	7,724774	-7,562184	-5,976318	-7,460281	-7,414559	4,464716	-1,607153	6,854652	6,905642	-6,905658	6,942892	1,57357	7,13935	-6,839282	5,7177	4,779113	-7,691396	7,534467	-1,532573	5,386879	-4,297758	-7,535891	
5,364338	5,676682	6,30848	-5,386349	-7,46307	-0,9800132	-3,243873	6,708296	-4,587939	5,090391	-1,903296	4,407992	6,785766	7,453183	-2,892883	7,70054	3,101083	-2,511431	-4,308038	-4,809523	-4,819059	-4,867562	-3,450718	-4,517462	4,151557	-3,20593	6,496984	6,785354	1,862324	0,2576354	-5,221573	-5,046443	-3,236226	-7,763939	3,202403	0,1282357	1,279392	2,597053	2,532718	-1,615223	7,400741	4,152063	-3,502578	-5,33248	7,49336	-2,627394	2,513243	-2,883801	-3,580168	1,413959	2,784545	3,257332	7,334719	4,192588	-4,285829	0,2827916	1,609737	-3,229586	6,080703	4,181396	-3,778164	5,717698	-6,199623	0,671874	5,34091	4,429681	-6,487055	7,222743	7,872326	5,243677	2,304642	0,6369519	0,6298323	4,465847	-2,882635	-0,3922457	-0,02897324	-5,925131	-4,93087	4,807116	-3,916388	-6,095863	-0,08924732	-4,597563	1,029408	4,555755	-4,921818	6,868384	-3,350914	4,517776	6,32871	-5,890342	-6,174292	2,016702	3,755174	-2,594489	-5,019341	-4,416469	3,34995	-2,562807	-0,9866097	7,222114	-5,599573	-5,308849	-4,916681	-1,183258	4,124273	-7,661292	-0,5901131	-2,043313	-3,544623	5,091585	-6,537261	-7,217792	5,98619	-1,277279	-2,504565	0,8590919	0,8132298	-5,429536	4,680369	6,364552	-2,173593	4,050394	2,262918	2,61029	-4,708355	5,210322	4,054389	5,062272	3,912295	-1,939791	-3,867047	5,847892	-2,38356	-3,183547	7,558808	-2,982356	-5,466985	-0,6242699	6,803374	-6,95437	4,404531	-2,833802	7,663252	2,198364	3,099446	0,9292205	0,405324	0,8066975	1,447569	-2,013572	0,2022757	0,5111675	-4,370414	7,121877	-3,707569	2,485748	1,789429	6,554335	1,407335	-4,355029	3,165477	0,9865038	-1,344518	-7,621696	0,6574316	-1,34816	-5,869696	2,420419	-1,232304	-0,9060089	-3,990548	1,224477	1,678201	-5,39918	-6,995538	-1,073618	4,889123	-5,997106	2,915538	3,279815	-2,694069	4,870627	3,705901	1,467388	4,980557	-0,1076006	6,419848	-6,356808	6,153405	4,882723	-3,103362	1,274349	-0,1398141	5,023178	-2,059288	-4,721621	6,511537	7,388285	-6,621535	-3,470704	-1,29554	5,718816	-5,988967	-5,918097	-5,966033	6,037833	5,447949	5,36087	-0,1768553	-4,156568	5,80507	6,037416	6,415986	5,671114	5,497276	-4,474959	-7,289708	0,1160729	-7,51523	4,236135	1,988525	-5,559219	2,769589	-6,215769	4,315915	4,540228	5,861529	0,3353001	5,585125	-7,512207	-1,449562	-3,407174	-0,365612	2,908172	1,464451	-0,687154	6,272526	0,9021873	7,531685	5,195467	-2,162789	1,995889	7,142642	-0,6564561	-2,166459	-6,833844	4,202114	-0,7288323	5,191792	-5,362476	-3,589204	-7,663942	-2,717965	7,863371	-0,6833035	5,168684	1,276774	-1,401343	-4,565423	-3,981747	-2,283238	-2,700818	-0,03447397	2,756653	4,599721	3,932996	2,114658	-2,638788	-2,778058	-0,3672825	5,398022	-0,07774352	-7,008936	-7,280363	-6,518988	-0,1197268	7,842893	-7,649102	-6,004928	-7,492948	-7,339864	4,491268	-1,694775	6,802412	6,835104	-7,003908	6,985646	1,500687	7,108112	-6,7802	5,780156	4,862521	-7,61109	7,617887	-1,494228	5,292972	-4,276134	-7,635707	-0,07774352	-7,008936	-7,280363	-6,518988	-0,1197268	7,842893	-7,649102	-6,004928	-7,492948	-7,339864	4,491268	-1,694775	6,802412	6,835104	-7,003908	6,985646	1,500687	7,108112	-6,7802	5,780156	4,862521	-7,61109	7,617887	-1,494228	5,292972	-4,276134	-7,635707	
5,430626	5,678026	6,274651	-5,398929	-7,520613	-0,9224718	-3,260126	6,778853	-4,632402	5,172225	-1,934759	4,432532	6,757442	7,455556	-3,014108	7,69269	3,058683	-2,487866	-4,257979	-4,853021	-4,803867	-4,745557	-3,499602	-4,557231	4,156724	-3,288799	6,437535	6,839391	1,857795	0,2726384	-5,210446	-5,023665	-3,389946	-7,917211	3,240938	0,01135559	1,243392	2,598623	2,546	-1,700536	7,439054	4,201247	-3,550473	-5,352312	7,438346	-2,607205	2,511796	-2,792574	-3,533039	1,356743	2,833815	3,351349	7,282001	4,186524	-4,334881	0,1597713	1,558446	-3,188443	6,137163	4,170128	-3,899101	5,837685	-6,127679	0,7689481	5,329076	4,325492	-6,557091	7,2738	7,922924	5,257929	2,206445	0,7631924	0,6245952	4,485199	-2,91859	-0,3451473	-0,007539118	-5,897042	-4,891025	4,787558	-3,789425	-6,073768	0,01171803	-4,618009	0,9798713	4,528652	-4,827103	6,990431	-3,246485	4,525685	6,295553	-5,914802	-6,130301	1,962386	3,824937	-2,5186	-5,085776	-4,388672	3,325717	-2,523544	-1,058443	7,263284	-5,562099	-5,26356	-4,812056	-1,096087	4,1547	-7,704054	-0,508318	-1,907657	-3,531026	5,027699	-6,458265	-7,281651	5,920624	-1,296	-2,528401	0,7733923	0,8667259	-5,493286	4,661153	6,307353	-2,131216	3,966223	2,214155	2,590261	-4,615114	5,130856	3,981729	5,101229	3,912261	-1,888573	-3,822566	5,78712	-2,445738	-3,184537	7,597291	-3,118791	-5,425627	-0,6848044	6,800171	-6,962381	4,354023	-2,875083	7,568161	2,23122	3,168971	0,9259259	0,3932315	0,8636823	1,551898	-2,007625	0,2235222	0,54871	-4,43688	7,201283	-3,841711	2,579202	1,842963	6,535389	1,435878	-4,28728	3,202086	0,9481388	-1,498175	-7,592599	0,6486576	-1,266807	-5,795459	2,467649	-1,293019	-0,9432337	-4,02188	1,246157	1,739545	-5,317442	-7,018462	-1,011361	4,816353	-5,9423	2,898297	3,263453	-2,729973	4,858307	3,72515	1,382128	4,954026	-0,1492987	6,315945	-6,376579	6,233242	4,783762	-3,093742	1,309187	-0,2084916	4,977787	-1,938078	-4,719799	6,505354	7,334229	-6,687366	-3,508501	-1,266351	5,596613	-5,944449	-5,949906	-5,886552	6,133533	5,454714	5,327223	-0,220827	-4,192541	5,75136	5,96488	6,404235	5,794488	5,557706	-4,376966	-7,280061	0,2319809	-7,473643	4,2032	2,043005	-5,546319	2,838419	-6,086302	4,207103	4,560259	5,888803	0,279315	5,643457	-7,423224	-1,442869	-3,376688	-0,2879397	2,960212	1,388424	-0,8485656	6,212704	0,9562858	7,478007	5,178104	-2,130598	2,045213	7,241339	-0,6256425	-2,195919	-6,708965	4,150564	-0,6432287	5,119601	-5,231793	-3,559458	-7,684086	-2,713262	7,895255	-0,6778096	5,194736	1,217836	-1,308512	-4,524759	-3,980904	-2,309564	-2,702526	-0,1023332	2,839475	4,602703	3,980709	2,091294	-2,607408	-2,765802	-0,2886204	5,357705	-0,1150517	-7,037085	-7,261099	-6,616398	-0,1739506	7,924337	-7,642431	-5,951659	-7,492306	-7,364655	4,496593	-1,804606	6,7395	6,814453	-7,002306	7,102115	1,449585	7,045432	-6,749659	5,79277	4,941362	-7,566415	7,567402	-1,542638	5,230631	-4,291665	-7,755903	-0,1150517	-7,037085	-7,261099	-6,616398	-0,1739506	7,924337	-7,642431	-5,951659	-7,492306	-7,364655	4,496593	-1,804606	6,7395	6,814453	-7,002306	7,102115	1,449585	7,045432	-6,749659	5,79277	4,941362	-7,566415	7,567402	-1,542638	5,230631	-4,291665	-7,755903	
5,423788	5,684188	6,336115	-5,348489	-7,569518	-0,9261566	-3,211767	6,754358	-4,60985	5,246141	-2,025615	4,457875	6,843019	7,500833	-3,028951	7,762675	3,059883	-2,558109	-4,234308	-4,856545	-4,83063	-4,640499	-3,485689	-4,533281	4,08184	-3,350877	6,311934	6,814082	1,864941	0,3513499	-5,238108	-4,927356	-3,410834	-8,082265	3,284519	0,04367614	1,297926	2,659157	2,620018	-1,726249	7,544193	4,263165	-3,516893	-5,44198	7,408736	-2,645255	2,589355	-2,802924	-3,462691	1,337706	2,885466	3,409134	7,16933	4,089311	-4,308881	0,1628869	1,435327	-3,114661	6,073733	4,139611	-3,949034	5,810709	-6,175624	0,8687509	5,35402	4,369306	-6,650106	7,205277	8,015531	5,195348	2,135765	0,8823434	0,5714395	4,408537	-3,025501	-0,222827	-0,03959002	-5,841842	-4,855474	4,780704	-3,634266	-6,110275	-0,03524242	-4,56728	0,9849494	4,458479	-4,785952	7,001784	-3,16242	4,613014	6,33155	-5,889596	-6,179575	1,914305	3,913809	-2,517204	-5,10389	-4,325235	3,291754	-2,44784	-1,034316	7,3484	-5,517005	-5,317855	-4,688861	-1,016782	4,17052	-7,728031	-0,4761587	-1,937169	-3,574944	5,067685	-6,45265	-7,372075	5,91906	-1,286464	-2,522643	0,6924958	0,8555506	-5,524454	4,598772	6,225102	-2,103124	3,993165	2,138277	2,673646	-4,559646	5,184551	3,913854	5,109778	3,862786	-1,842948	-3,796929	5,737256	-2,41601	-3,13056	7,569407	-3,24565	-5,424398	-0,6966971	6,866931	-7,006108	4,417969	-2,831331	7,5808	2,23226	3,200189	0,9053407	0,4718483	0,8318709	1,556119	-2,044036	0,1910121	0,6589245	-4,539812	7,146052	-3,858313	2,598761	1,872209	6,462162	1,532543	-4,254035	3,235085	0,8580921	-1,531661	-7,571619	0,629208	-1,210416	-5,737953	2,419897	-1,392954	-0,9391125	-4,000355	1,2063	1,843894	-5,177679	-7,024163	-0,964897	4,720232	-5,818122	2,852752	3,184769	-2,816904	4,921328	3,728477	1,328859	4,900208	-0,259199	6,24484	-6,408711	6,306947	4,715195	-3,186253	1,40028	-0,3000017	4,961211	-1,788069	-4,692489	6,578681	7,367852	-6,739662	-3,566015	-1,310615	5,535748	-6,021419	-5,995434	-5,915474	6,245937	5,36729	5,248854	-0,3063075	-4,200798	5,75252	5,83717	6,428508	5,81896	5,615408	-4,382147	-7,219122	0,2683392	-7,376864	4,139191	2,056716	-5,448527	2,962453	-6,030254	4,149302	4,474129	5,991987	0,3191455	5,626024	-7,394177	-1,504242	-3,299509	-0,1687765	3,034248	1,427331	-0,9786602	6,16773	1,007719	7,386563	5,080126	-2,173978	1,986636	7,306925	-0,5675966	-2,138379	-6,689685	4,184978	-0,6650654	4,987639	-5,241335	-3,478311	-7,759223	-2,703244	7,941275	-0,6938748	5,194935	1,285158	-1,361148	-4,43974	-3,926748	-2,277555	-2,781403	-0,202737	2,807533	4,652744	3,981704	2,14916	-2,627985	-2,808473	-0,166817	5,353529	-0,08662268	-7,070075	-7,161295	-6,61425	-0,2503847	7,880715	-7,557245	-5,952341	-7,430374	-7,408143	4,48196	-1,932829	6,69214	6,815164	-6,983585	7,181506	1,468533	7,084034	-6,760126	5,761165	4,999912	-7,633432	7,577293	-1,493666	5,114277	-4,381786	-7,832995	-0,08662268	-7,070075	-7,161295	-6,61425	-0,2503847	7,880715	-7,557245	-5,952341	-7,430374	-7,408143	4,48196	-1,932829	6,69214	6,815164	-6,983585	7,181506	1,468533	7,084034	-6,760126	5,761165	4,999912	-7,633432	7,577293	-1,493666	5,114277	-4,381786	-7,832995	
5,405282	5,65046	6,399546	-5,248398	-7,690912	-0,8352246	-3,116694	6,752309	-4,665068	5,28014	-2,128378	4,522682	6,806786	7,470215	-2,947557	7,728615	2,963892	-2,64969	-4,317716	-4,876018	-4,857351	-4,666633	-3,441692	-4,489166	4,006154	-3,342982	6,303979	6,862227	1,882866	0,373162	-5,183708	-4,788728	-3,421309	-8,161703	3,376181	-0,03964677	1,398665	2,590683	2,664355	-1,67874	7,64856	4,259589	-3,524015	-5,562539	7,424557	-2,580854	2,593509	-2,867127	-3,388919	1,242532	2,893737	3,348	7,131787	3,9667	-4,202374	0,2397618	1,375387	-3,098735	5,988482	4,026794	-3,886065	5,755398	-6,207785	0,8693843	5,306902	4,365544	-6,717595	7,125451	8,131575	5,164573	2,102616	0,9062672	0,5311674	4,390189	-3,16985	-0,221308	0,0140552	-5,768067	-4,905146	4,75083	-3,54985	-6,072459	-0,1312345	-4,471834	1,035717	4,36994	-4,732307	6,984128	-3,096323	4,709334	6,271083	-5,950178	-6,110476	1,929004	3,934506	-2,543142	-5,1561	-4,241767	3,325221	-2,444319	-0,9723811	7,41491	-5,556703	-5,356379	-4,672392	-1,068304	4,230431	-7,713295	-0,4838834	-1,861632	-3,607724	5,152591	-6,504848	-7,48284	5,973586	-1,282876	-2,469815	0,7113537	0,7870914	-5,578051	4,567835	6,224746	-2,04768	4,063355	2,106293	2,646675	-4,545889	5,293951	3,864327	5,141924	3,761717	-1,850843	-3,806589	5,81005	-2,322942	-3,065522	7,652607	-3,255136	-5,457831	-0,6625043	6,987977	-7,087795	4,52571	-2,889745	7,499534	2,147001	3,307139	0,7979904	0,5817771	0,8839321	1,609357	-1,982049	0,158618	0,746216	-4,582932	7,073004	-3,901205	2,541793	1,899613	6,488819	1,632569	-4,201414	3,217297	0,8210874	-1,570332	-7,552806	0,6841535	-1,096374	-5,673363	2,493224	-1,491952	-0,9029874	-3,996492	1,228869	1,930101	-5,180843	-6,948104	-0,9907298	4,647082	-5,717665	2,887799	3,076696	-2,857378	5,049554	3,733157	1,299058	4,865244	-0,2870252	6,169125	-6,415178	6,300876	4,661669	-3,270635	1,358802	-0,3352731	4,892869	-1,647673	-4,683717	6,698926	7,38378	-6,836451	-3,574922	-1,355908	5,473168	-6,152253	-5,930682	-5,883064	6,385588	5,26354	5,214945	-0,3840699	-4,132127	5,747159	5,706244	6,421516	5,835214	5,58352	-4,386817	-7,092055	0,3247631	-7,393126	4,04612	2,081464	-5,457644	3,073131	-5,948196	4,106123	4,515571	5,991137	0,3750543	5,663145	-7,433425	-1,611666	-3,28486	-0,09734526	3,068145	1,419561	-0,9579469	6,192935	1,122512	7,250342	5,004446	-2,18075	2,021188	7,259378	-0,4591995	-2,07675	-6,720511	4,245293	-0,7562513	4,922053	-5,273628	-3,449376	-7,889343	-2,795979	7,977407	-0,6128198	5,151972	1,393143	-1,47621	-4,360148	-3,833177	-2,192366	-2,759785	-0,182417	2,865202	4,614449	4,07677	2,107417	-2,58164	-2,785661	-0,167765	5,333391	-0,056851	-7,143308	-7,076783	-6,567667	-0,3085193	7,923681	-7,499691	-5,959826	-7,324095	-7,459975	4,381511	-2,047455	6,75877	6,752783	-6,929073	7,137143	1,530661	7,101103	-6,737225	5,708979	5,025073	-7,717561	7,603427	-1,527832	5,0094	-4,492603	-7,904578	-0,056851	-7,143308	-7,076783	-6,567667	-0,3085193	7,923681	-7,499691	-5,959826	-7,324095	-7,459975	4,381511	-2,047455	6,75877	6,752783	-6,929073	7,137143	1,530661	7,101103	-6,737225	5,708979	5,025073	-7,717561	7,603427	-1,527832	5,0094	-4,492603	-7,904578	
