x_0	y_0	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_1	y_1	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_2	y_2	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_3	y_3	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_4	y_4	x_41	y_41	x_42	y_42	x_43	y_43	x_44	y_44	x_45	y_45	x_46	y_46	x_47	y_47	x_48	y_48	x_49	y_49	x_5	y_5	x_51	y_51	x_52	y_52	x_53	y_53	x_54	y_54	x_55	y_55	x_56	y_56	x_57	y_57	x_58	y_58	x_59	y_59	x_6	y_6	x_61	y_61	x_62	y_62	x_63	y_63	x_64	y_64	x_65	y_65	x_66	y_66	x_67	y_67	x_68	y_68	x_69	y_69	x_7	y_7	x_71	y_71	x_72	y_72	x_73	y_73	x_74	y_74	x_75	y_75	x_76	y_76	x_77	y_77	x_78	y_78	x_79	y_79	x_8	y_8	x_81	y_81	x_82	y_82	x_83	y_83	x_84	y_84	x_85	y_85	x_86	y_86	x_87	y_87	x_88	y_88	x_89	y_89	x_9	y_9	x_91	y_91	x_92	y_92	x_93	y_93	x_94	y_94	x_95	y_95	x_96	y_96	x_97	y_97	x_98	y_98	x_99	y_99	x_10	y_10	x_101	y_101	x_102	y_102	x_103	y_103	x_104	y_104	x_105	y_105	x_106	y_106	x_107	y_107	x_108	y_108	5,323471	5,806955		-5,513946	-7,48537		-3,352064	6,549371		4,978033	-1,896212		6,790243	7,490097		7,738471	3,195572		-4,290966	-4,919572		-5,048589	-3,485549		4,262126	-3,0554		6,833344	1,74316		-5,021667	-5,014266		-7,567788	3,34191		1,289208	2,591023		-1,546512	7,398348		-3,639522	-5,3355		-2,778734	2,53473		-3,671347	1,614437		3,213701	7,534644		-4,359655	0,38581		-3,18594	6,14469		-3,645922	5,631678		0,5490912	5,280214		-6,429911	7,306258		5,130683	2,419826		0,5862734	4,497923		-0,5894185	-0,09835196		-4,991765	4,829911		-6,017102	-0,2353682		0,9568594	4,791868		6,760005	-3,524851		6,160788	-5,90059		2,142825	3,811387		-4,924778	-4,348824		-2,764155	-0,8020297		-5,762877	-5,372572		-1,115924	4,229763		-0,6753292	-2,228261		5,152198	-6,654158		5,86186	-1,433807		1,055196	0,61323		4,897562	6,370678		4,043071	2,425486		-4,650567	5,267756		4,895815	3,967099		-4,020042	5,772391		-3,187711	7,745775		-5,528062	-0,5646659		-7,035097	4,280965		7,868704	2,020026		0,7140814	0,3382827		1,249933	-1,805948		0,6382077	-4,465357		-3,606099	2,428856		6,571711	1,17224		3,169826	1,049571		-7,621623	0,6408256		-6,047714	2,425624		-0,7587323	-3,870651		1,644946	-5,615469		-1,154932	5,027111		2,922955	3,265876		4,804649	3,562356		4,935263	-0,2238377		-6,399902	6,078037		-3,10123	1,342012		5,180116	-2,204923		6,424776	7,490326		-3,5025	-1,238205		-6,108052	-5,991334		5,975215	5,548833		-0,1424345	-4,351244		6,139343	6,365177		5,268694	-4,556885		0,002306815	-7,647811		1,928866	-5,657503		-6,419454	4,464829		5,755398	0,4202918		-7,432126	-1,574545		-0,4785504	2,912701		-0,5129797	6,150216		7,604733	5,041205		1,929985	7,040773		-2,255822	-6,843918		-0,7226341	5,2045		-3,439341	-7,780183		7,86496	-0,7103083		1,402283	-1,382106		-4,066476	-2,218326		0,0817633	2,614279		3,818382	2,324133		-2,905919	-0,3494389		-0,08627801	-6,99141		-6,434927	-0,03691795		-7,58563	-5,927217		-7,485463	4,495193		6,785046	6,993262		7,042321	1,612078		-6,841435	5,621336		-7,741454	7,492021		5,388028	-4,375118		-0,08627801	-6,99141		-6,434927	-0,03691795		-7,58563	-5,927217		-7,485463	4,495193		6,785046	6,993262		7,042321	1,612078		-6,841435	5,621336		-7,741454	7,492021		5,388028	-4,375118		
5,390786	5,757462		-5,467813	-7,498435		-3,312684	6,589763		5,020761	-1,940729		6,824878	7,507321		7,660962	3,175366		-4,314838	-4,886681		-4,984173	-3,490813		4,221529	-3,089678		6,810983	1,776459		-5,119867	-5,095996		-7,642875	3,306397		1,234963	2,596902		-1,582733	7,350646		-3,580071	-5,367078		-2,706961	2,570892		-3,611421	1,536051		3,253151	7,448353		-4,345933	0,3288638		-3,160026	6,055848		-3,672031	5,650522		0,6365221	5,351589		-6,482808	7,233468		5,180398	2,362404		0,6618396	4,451035		-0,5039953	-0,03793705		-4,909054	4,794428		-6,101489	-0,1642851		0,9729016	4,692336		6,779345	-3,433754		6,229887	-5,942101		2,075412	3,799952		-4,981632	-4,411209		-2,680253	-0,8633813		-5,705195	-5,329887		-1,176848	4,159254		-0,659107	-2,132507		5,167291	-6,589362		5,927838	-1,382864		0,9800113	0,6907905		4,811967	6,372239		4,080697	2,354796		-4,727858	5,21699		4,986914	3,968777		-3,978595	5,846649		-3,136837	7,673732		-5,471015	-0,5767319		-6,972657	4,367537		7,777464	2,111667		0,8121517	0,3312809		1,336583	-1,903135		0,5556988	-4,433801		-3,608902	2,461338		6,512585	1,263979		3,199994	0,9876829		-7,601882	0,5936249		-5,965397	2,408468		-0,8379273	-3,935787		1,6719	-5,521786		-1,065893	4,985215		2,929801	3,262172		4,832711	3,631088		5,013213	-0,2005922		-6,362328	6,117423		-3,053373	1,273741		5,105241	-2,127808		6,471794	7,479528		-3,524554	-1,26807		-6,0191	-5,902009		5,968207	5,504408		-0,1960875	-4,254182		6,044078	6,445925		5,363748	-4,551356		0,07194942	-7,60637		1,932732	-5,653137		-6,340086	4,407149		5,835196	0,4162149		-7,509753	-1,500486		-0,4076385	2,952749		-0,5631483	6,242274		7,560561	5,104126		1,946262	7,069729		-2,164636	-6,894701		-0,7605774	5,218912		-3,485185	-7,725339		7,906691	-0,7038881		1,380309	-1,43669		-4,076054	-2,238782		0,02487311	2,661621		3,888996	2,231055		-2,82989	-0,3529591		-0,07524814	-6,94892		-6,502975	-0,06728657		-7,562184	-5,976318		-7,414559	4,464716		6,854652	6,905642		6,942892	1,57357		-6,839282	5,7177		-7,691396	7,534467		5,386879	-4,297758		-0,07524814	-6,94892		-6,502975	-0,06728657		-7,562184	-5,976318		-7,414559	4,464716		6,854652	6,905642		6,942892	1,57357		-6,839282	5,7177		-7,691396	7,534467		5,386879	-4,297758		
5,364338	5,676682		-5,386349	-7,46307		-3,243873	6,708296		5,090391	-1,903296		6,785766	7,453183		7,70054	3,101083		-4,308038	-4,809523		-4,867562	-3,450718		4,151557	-3,20593		6,785354	1,862324		-5,221573	-5,046443		-7,763939	3,202403		1,279392	2,597053		-1,615223	7,400741		-3,502578	-5,33248		-2,627394	2,513243		-3,580168	1,413959		3,257332	7,334719		-4,285829	0,2827916		-3,229586	6,080703		-3,778164	5,717698		0,671874	5,34091		-6,487055	7,222743		5,243677	2,304642		0,6298323	4,465847		-0,3922457	-0,02897324		-4,93087	4,807116		-6,095863	-0,08924732		1,029408	4,555755		6,868384	-3,350914		6,32871	-5,890342		2,016702	3,755174		-5,019341	-4,416469		-2,562807	-0,9866097		-5,599573	-5,308849		-1,183258	4,124273		-0,5901131	-2,043313		5,091585	-6,537261		5,98619	-1,277279		0,8590919	0,8132298		4,680369	6,364552		4,050394	2,262918		-4,708355	5,210322		5,062272	3,912295		-3,867047	5,847892		-3,183547	7,558808		-5,466985	-0,6242699		-6,95437	4,404531		7,663252	2,198364		0,9292205	0,405324		1,447569	-2,013572		0,5111675	-4,370414		-3,707569	2,485748		6,554335	1,407335		3,165477	0,9865038		-7,621696	0,6574316		-5,869696	2,420419		-0,9060089	-3,990548		1,678201	-5,39918		-1,073618	4,889123		2,915538	3,279815		4,870627	3,705901		4,980557	-0,1076006		-6,356808	6,153405		-3,103362	1,274349		5,023178	-2,059288		6,511537	7,388285		-3,470704	-1,29554		-5,988967	-5,918097		6,037833	5,447949		-0,1768553	-4,156568		6,037416	6,415986		5,497276	-4,474959		0,1160729	-7,51523		1,988525	-5,559219		-6,215769	4,315915		5,861529	0,3353001		-7,512207	-1,449562		-0,365612	2,908172		-0,687154	6,272526		7,531685	5,195467		1,995889	7,142642		-2,166459	-6,833844		-0,7288323	5,191792		-3,589204	-7,663942		7,863371	-0,6833035		1,276774	-1,401343		-3,981747	-2,283238		-0,03447397	2,756653		3,932996	2,114658		-2,778058	-0,3672825		-0,07774352	-7,008936		-6,518988	-0,1197268		-7,649102	-6,004928		-7,339864	4,491268		6,802412	6,835104		6,985646	1,500687		-6,7802	5,780156		-7,61109	7,617887		5,292972	-4,276134		-0,07774352	-7,008936		-6,518988	-0,1197268		-7,649102	-6,004928		-7,339864	4,491268		6,802412	6,835104		6,985646	1,500687		-6,7802	5,780156		-7,61109	7,617887		5,292972	-4,276134		
5,430626	5,678026		-5,398929	-7,520613		-3,260126	6,778853		5,172225	-1,934759		6,757442	7,455556		7,69269	3,058683		-4,257979	-4,853021		-4,745557	-3,499602		4,156724	-3,288799		6,839391	1,857795		-5,210446	-5,023665		-7,917211	3,240938		1,243392	2,598623		-1,700536	7,439054		-3,550473	-5,352312		-2,607205	2,511796		-3,533039	1,356743		3,351349	7,282001		-4,334881	0,1597713		-3,188443	6,137163		-3,899101	5,837685		0,7689481	5,329076		-6,557091	7,2738		5,257929	2,206445		0,6245952	4,485199		-0,3451473	-0,007539118		-4,891025	4,787558		-6,073768	0,01171803		0,9798713	4,528652		6,990431	-3,246485		6,295553	-5,914802		1,962386	3,824937		-5,085776	-4,388672		-2,523544	-1,058443		-5,562099	-5,26356		-1,096087	4,1547		-0,508318	-1,907657		5,027699	-6,458265		5,920624	-1,296		0,7733923	0,8667259		4,661153	6,307353		3,966223	2,214155		-4,615114	5,130856		5,101229	3,912261		-3,822566	5,78712		-3,184537	7,597291		-5,425627	-0,6848044		-6,962381	4,354023		7,568161	2,23122		0,9259259	0,3932315		1,551898	-2,007625		0,54871	-4,43688		-3,841711	2,579202		6,535389	1,435878		3,202086	0,9481388		-7,592599	0,6486576		-5,795459	2,467649		-0,9432337	-4,02188		1,739545	-5,317442		-1,011361	4,816353		2,898297	3,263453		4,858307	3,72515		4,954026	-0,1492987		-6,376579	6,233242		-3,093742	1,309187		4,977787	-1,938078		6,505354	7,334229		-3,508501	-1,266351		-5,944449	-5,949906		6,133533	5,454714		-0,220827	-4,192541		5,96488	6,404235		5,557706	-4,376966		0,2319809	-7,473643		2,043005	-5,546319		-6,086302	4,207103		5,888803	0,279315		-7,423224	-1,442869		-0,2879397	2,960212		-0,8485656	6,212704		7,478007	5,178104		2,045213	7,241339		-2,195919	-6,708965		-0,6432287	5,119601		-3,559458	-7,684086		7,895255	-0,6778096		1,217836	-1,308512		-3,980904	-2,309564		-0,1023332	2,839475		3,980709	2,091294		-2,765802	-0,2886204		-0,1150517	-7,037085		-6,616398	-0,1739506		-7,642431	-5,951659		-7,364655	4,496593		6,7395	6,814453		7,102115	1,449585		-6,749659	5,79277		-7,566415	7,567402		5,230631	-4,291665		-0,1150517	-7,037085		-6,616398	-0,1739506		-7,642431	-5,951659		-7,364655	4,496593		6,7395	6,814453		7,102115	1,449585		-6,749659	5,79277		-7,566415	7,567402		5,230631	-4,291665		
5,423788	5,684188		-5,348489	-7,569518		-3,211767	6,754358		5,246141	-2,025615		6,843019	7,500833		7,762675	3,059883		-4,234308	-4,856545		-4,640499	-3,485689		4,08184	-3,350877		6,814082	1,864941		-5,238108	-4,927356		-8,082265	3,284519		1,297926	2,659157		-1,726249	7,544193		-3,516893	-5,44198		-2,645255	2,589355		-3,462691	1,337706		3,409134	7,16933		-4,308881	0,1628869		-3,114661	6,073733		-3,949034	5,810709		0,8687509	5,35402		-6,650106	7,205277		5,195348	2,135765		0,5714395	4,408537		-0,222827	-0,03959002		-4,855474	4,780704		-6,110275	-0,03524242		0,9849494	4,458479		7,001784	-3,16242		6,33155	-5,889596		1,914305	3,913809		-5,10389	-4,325235		-2,44784	-1,034316		-5,517005	-5,317855		-1,016782	4,17052		-0,4761587	-1,937169		5,067685	-6,45265		5,91906	-1,286464		0,6924958	0,8555506		4,598772	6,225102		3,993165	2,138277		-4,559646	5,184551		5,109778	3,862786		-3,796929	5,737256		-3,13056	7,569407		-5,424398	-0,6966971		-7,006108	4,417969		7,5808	2,23226		0,9053407	0,4718483		1,556119	-2,044036		0,6589245	-4,539812		-3,858313	2,598761		6,462162	1,532543		3,235085	0,8580921		-7,571619	0,629208		-5,737953	2,419897		-0,9391125	-4,000355		1,843894	-5,177679		-0,964897	4,720232		2,852752	3,184769		4,921328	3,728477		4,900208	-0,259199		-6,408711	6,306947		-3,186253	1,40028		4,961211	-1,788069		6,578681	7,367852		-3,566015	-1,310615		-6,021419	-5,995434		6,245937	5,36729		-0,3063075	-4,200798		5,83717	6,428508		5,615408	-4,382147		0,2683392	-7,376864		2,056716	-5,448527		-6,030254	4,149302		5,991987	0,3191455		-7,394177	-1,504242		-0,1687765	3,034248		-0,9786602	6,16773		7,386563	5,080126		1,986636	7,306925		-2,138379	-6,689685		-0,6650654	4,987639		-3,478311	-7,759223		7,941275	-0,6938748		1,285158	-1,361148		-3,926748	-2,277555		-0,202737	2,807533		3,981704	2,14916		-2,808473	-0,166817		-0,08662268	-7,070075		-6,61425	-0,2503847		-7,557245	-5,952341		-7,408143	4,48196		6,69214	6,815164		7,181506	1,468533		-6,760126	5,761165		-7,633432	7,577293		5,114277	-4,381786		-0,08662268	-7,070075		-6,61425	-0,2503847		-7,557245	-5,952341		-7,408143	4,48196		6,69214	6,815164		7,181506	1,468533		-6,760126	5,761165		-7,633432	7,577293		5,114277	-4,381786		
5,405282	5,65046		-5,248398	-7,690912		-3,116694	6,752309		5,28014	-2,128378		6,806786	7,470215		7,728615	2,963892		-4,317716	-4,876018		-4,666633	-3,441692		4,006154	-3,342982		6,862227	1,882866		-5,183708	-4,788728		-8,161703	3,376181		1,398665	2,590683		-1,67874	7,64856		-3,524015	-5,562539		-2,580854	2,593509		-3,388919	1,242532		3,348	7,131787		-4,202374	0,2397618		-3,098735	5,988482		-3,886065	5,755398		0,8693843	5,306902		-6,717595	7,125451		5,164573	2,102616		0,5311674	4,390189		-0,221308	0,0140552		-4,905146	4,75083		-6,072459	-0,1312345		1,035717	4,36994		6,984128	-3,096323		6,271083	-5,950178		1,929004	3,934506		-5,1561	-4,241767		-2,444319	-0,9723811		-5,556703	-5,356379		-1,068304	4,230431		-0,4838834	-1,861632		5,152591	-6,504848		5,973586	-1,282876		0,7113537	0,7870914		4,567835	6,224746		4,063355	2,106293		-4,545889	5,293951		5,141924	3,761717		-3,806589	5,81005		-3,065522	7,652607		-5,457831	-0,6625043		-7,087795	4,52571		7,499534	2,147001		0,7979904	0,5817771		1,609357	-1,982049		0,746216	-4,582932		-3,901205	2,541793		6,488819	1,632569		3,217297	0,8210874		-7,552806	0,6841535		-5,673363	2,493224		-0,9029874	-3,996492		1,930101	-5,180843		-0,9907298	4,647082		2,887799	3,076696		5,049554	3,733157		4,865244	-0,2870252		-6,415178	6,300876		-3,270635	1,358802		4,892869	-1,647673		6,698926	7,38378		-3,574922	-1,355908		-6,152253	-5,930682		6,385588	5,26354		-0,3840699	-4,132127		5,706244	6,421516		5,58352	-4,386817		0,3247631	-7,393126		2,081464	-5,457644		-5,948196	4,106123		5,991137	0,3750543		-7,433425	-1,611666		-0,09734526	3,068145		-0,9579469	6,192935		7,250342	5,004446		2,021188	7,259378		-2,07675	-6,720511		-0,7562513	4,922053		-3,449376	-7,889343		7,977407	-0,6128198		1,393143	-1,47621		-3,833177	-2,192366		-0,182417	2,865202		4,07677	2,107417		-2,785661	-0,167765		-0,056851	-7,143308		-6,567667	-0,3085193		-7,499691	-5,959826		-7,459975	4,381511		6,75877	6,752783		7,137143	1,530661		-6,737225	5,708979		-7,717561	7,603427		5,0094	-4,492603		-0,056851	-7,143308		-6,567667	-0,3085193		-7,499691	-5,959826		-7,459975	4,381511		6,75877	6,752783		7,137143	1,530661		-6,737225	5,708979		-7,717561	7,603427		5,0094	-4,492603		
5,330586	5,576596		-5,117177	-7,791599		-3,055988	6,7554		5,218565	-2,132127		6,708934	7,445836		7,752542	2,945784		-4,281645	-4,834038		-4,612345	-3,379271		4,033054	-3,344911		6,817698	1,962686		-5,085112	-4,720615		-8,131146	3,401824		1,442103	2,485942		-1,655447	7,643157		-3,594048	-5,698144		-2,615569	2,52889		-3,284601	1,188484		3,227855	7,1037		-4,199352	0,3386901		-3,058309	6,03903		-3,881229	5,698671		0,8916897	5,344352		-6,714128	7,15511		5,08887	2,034815		0,5201291	4,443202		-0,143812	-0,0262655		-4,868748	4,825366		-5,991348	-0,2449884		1,000805	4,388296		7,058911	-3,148262		6,181212	-6,057233		1,88529	4,000668		-5,200238	-4,154591		-2,356446	-0,896342		-5,505171	-5,323815		-1,022853	4,256185		-0,5582666	-1,868008		5,285097	-6,449679		5,921624	-1,335089		0,8081782	0,7492129		4,596714	6,213569		4,04516	2,042442		-4,468353	5,428042		5,177357	3,755933		-3,716713	5,930495		-2,99246	7,735623		-5,488504	-0,5953618		-7,080299	4,523146		7,488295	2,106476		0,6839434	0,577866		1,583319	-2,037765		0,7429337	-4,551945		-3,88622	2,519881		6,431611	1,724108		3,234231	0,7082056		-7,579629	0,6173918		-5,631599	2,490384		-0,90168	-3,941272		2,024573	-5,168012		-0,9558579	4,533854		2,942265	3,094357		5,019808	3,774891		4,824045	-0,3619107		-6,451825	6,285304		-3,256476	1,285581		4,817372	-1,616668		6,666444	7,328058		-3,672256	-1,377584		-6,234468	-5,997157		6,529655	5,189629		-0,4326353	-4,137503		5,615036	6,463414		5,488105	-4,416819		0,364777	-7,347612		2,059412	-5,494712		-5,947527	4,126138		6,072155	0,3579144		-7,526854	-1,750158		-0,1411907	2,987986		-1,018794	6,203898		7,281697	4,942979		2,084447	7,28118		-1,999092	-6,729938		-0,8146771	4,963025		-3,344275	-8,000761		8,00643	-0,6587369		1,372968	-1,549503		-3,803614	-2,193603		-0,09098137	2,93944		4,16611	2,015665		-2,819239	-0,2243303		-0,06330865	-7,180578		-6,449446	-0,4356211		-7,412083	-5,953429		-7,411747	4,387648		6,857703	6,694473		7,054739	1,623618		-6,781271	5,773827		-7,832006	7,520982		4,893576	-4,565487		-0,06330865	-7,180578		-6,449446	-0,4356211		-7,412083	-5,953429		-7,411747	4,387648		6,857703	6,694473		7,054739	1,623618		-6,781271	5,773827		-7,832006	7,520982		4,893576	-4,565487		
5,303003	5,443128		-4,963241	-7,872756		-3,052267	6,716996		5,217218	-2,176639		6,605414	7,346444		7,681289	2,998571		-4,353224	-4,907166		-4,576178	-3,255372		3,957138	-3,31925		6,797709	2,019063		-5,074663	-4,588856		-8,152959	3,46599		1,369325	2,435167		-1,594422	7,568082		-3,65579	-5,696891		-2,730628	2,498114		-3,256264	1,136446		3,132025	7,078107		-4,252264	0,3407922		-2,986171	5,990789		-3,903261	5,627224		0,867834	5,408018		-6,68494	7,124563		4,960012	1,923222		0,4800871	4,395722		-0,04332817	-0,1356331		-4,865514	4,914742		-6,014079	-0,2166052		0,9376376	4,375824		7,073998	-3,194492		6,147038	-6,018872		1,91072	4,047395		-5,29981	-4,049235		-2,280988	-0,9133036		-5,382154	-5,246524		-0,9740887	4,334949		-0,5536676	-1,882035		5,408609	-6,422109		5,96712	-1,421088		0,792281	0,6774229		4,59175	6,290396		4,125879	2,063501		-4,33426	5,544297		5,174102	3,820767		-3,602269	6,076602		-2,925551	7,792643		-5,506033	-0,5831432		-7,126206	4,455746		7,40549	2,090347		0,6816067	0,6306463		1,573387	-2,025179		0,6993173	-4,460717		-3,825103	2,487499		6,450242	1,836082		3,324359	0,7057202		-7,589373	0,4986594		-5,71042	2,503477		-0,9628841	-3,995375		2,141047	-5,25755		-0,9192526	4,482071		3,062733	3,00477		5,096554	3,7501		4,799083	-0,3300737		-6,509276	6,178682		-3,221141	1,252265		4,84273	-1,555093		6,571476	7,371709		-3,799413	-1,389311		-6,29594	-5,981103		6,521038	5,228668		-0,4954349	-4,09739		5,609632	6,422328		5,36082	-4,376399		0,3621616	-7,355976		2,023599	-5,595202		-6,005973	4,03974		6,18927	0,3080908		-7,517655	-1,754274		-0,1306375	2,884831		-0,9929845	6,140005		7,197505	4,951317		2,1174	7,1927		-1,870815	-6,697983		-0,748626	5,04178		-3,302098	-7,981072		8,104312	-0,7437186		1,365092	-1,537213		-3,810248	-2,108936		-0,1335617	2,883126		4,217456	1,910839		-2,794197	-0,2377448		-0,1408091	-7,181113		-6,36719	-0,4692624		-7,36145	-5,900837		-7,377913	4,440213		6,8594	6,717249		7,03103	1,721156		-6,779228	5,876868		-7,965332	7,456956		4,884856	-4,693995		-0,1408091	-7,181113		-6,36719	-0,4692624		-7,36145	-5,900837		-7,377913	4,440213		6,8594	6,717249		7,03103	1,721156		-6,779228	5,876868		-7,965332	7,456956		4,884856	-4,693995		
5,338167	5,334725		-4,857634	-7,851422		-3,096523	6,745979		5,263917	-2,123212		6,542625	7,363533		7,695131	3,107419		-4,373055	-4,995674		-4,542262	-3,177755		3,899767	-3,264213		6,874567	2,108361		-5,090987	-4,536357		-8,248759	3,458865		1,284632	2,409156		-1,656212	7,605063		-3,61772	-5,777032		-2,86068	2,399348		-3,160085	1,141014		3,092294	7,002982		-4,189428	0,3989563		-2,913365	5,945405		-3,874715	5,623628		0,7725796	5,367812		-6,606562	7,126551		4,980793	1,947053		0,5313233	4,44869		-0,01595473	-0,203138		-4,86863	5,025889		-6,039431	-0,1482393		1,001084	4,369286		7,160315	-3,157226		6,053791	-6,095674		1,897105	4,144771		-5,357775	-4,076959		-2,210674	-1,00291		-5,246163	-5,261351		-1,037516	4,436141		-0,5954269	-1,859259		5,52238	-6,496688		6,06835	-1,440745		0,7138785	0,728397		4,655253	6,250687		4,214081	2,113055		-4,175316	5,514152		5,262417	3,75994		-3,51964	6,110599		-2,808918	7,760639		-5,536278	-0,5838636		-7,074219	4,361492		7,407828	2,149127		0,6782266	0,6782565		1,625888	-1,975826		0,7118349	-4,321852		-3,712086	2,454998		6,488393	1,813955		3,318433	0,7551006		-7,498469	0,3966509		-5,832244	2,468764		-1,073793	-3,985683		2,265098	-5,289645		-0,8611276	4,507676		3,160039	2,884852		5,064475	3,742024		4,886462	-0,3680897		-6,551318	6,075615		-3,19835	1,178849		4,77577	-1,505196		6,563699	7,429703		-3,802456	-1,476897		-6,355358	-5,908815		6,572787	5,345424		-0,574395	-4,122001		5,625757	6,3755		5,211257	-4,403787		0,3779904	-7,391159		2,046208	-5,60911		-5,944097	3,975771		6,187029	0,1943363		-7,547215	-1,845011		-0,06336474	2,770008		-1,045172	6,193569		7,23569	5,012487		2,105177	7,094723		-1,845225	-6,587588		-0,6247059	5,169265		-3,272581	-7,896577		8,058668	-0,8503122		1,340831	-1,514708		-3,809527	-2,016537		-0,2458719	2,792629		4,31454	1,792271		-2,725657	-0,2668391		-0,08320487	-7,149252		-6,330687	-0,4874333		-7,315212	-5,947618		-7,358251	4,556308		6,861667	6,818137		6,960689	1,744703		-6,815134	5,929623		-8,110211	7,395544		4,945834	-4,834533		-0,08320487	-7,149252		-6,330687	-0,4874333		-7,315212	-5,947618		-7,358251	4,556308		6,861667	6,818137		6,960689	1,744703		-6,815134	5,929623		-8,110211	7,395544		4,945834	-4,834533		
5,363346	5,251398		-4,769499	-7,816599		-3,03468	6,834635		5,210569	-2,03679		6,45704	7,343357		7,78312	3,139158		-4,434099	-5,101278		-4,437733	-3,098136		3,85806	-3,249245		6,863273	2,104202		-5,085522	-4,415356		-8,239711	3,471654		1,196028	2,473901		-1,637183	7,665147		-3,575054	-5,906054		-2,926605	2,338853		-3,062928	1,082683		3,022592	6,99487		-4,141027	0,4926627		-2,782447	5,933496		-3,886633	5,685097		0,7954329	5,267		-6,519746	7,04444		4,961417	2,042894		0,5510023	4,4867		0,09508738	-0,3297986		-4,803197	5,018067		-5,954837	-0,2034205		1,121516	4,447154		7,196137	-3,235258		5,910477	-6,09582		1,945086	4,25505		-5,336323	-4,015175		-2,123141	-1,079183		-5,11702	-5,35385		-1,003949	4,490243		-0,6931232	-1,86812		5,678354	-6,562317		6,08068	-1,402041		0,7126371	0,83354		4,716575	6,25311		4,314607	2,144522		-4,108599	5,469356		5,333571	3,69689		-3,399131	6,062819		-2,650666	7,805003		-5,550107	-0,6154472		-7,143064	4,376106		7,375494	2,146376		0,7608215	0,6785154		1,61047	-1,927593		0,6248649	-4,228066		-3,596838	2,457085		6,428394	1,80917		3,336293	0,7306091		-7,417768	0,418053		-5,864196	2,385096		-1,046279	-3,970553		2,392952	-5,338023		-0,8971071	4,460757		3,115509	2,758414		4,961769	3,681118		4,885718	-0,4671348		-6,52493	6,042308		-3,238398	1,207712		4,785086	-1,543719		6,567543	7,5183		-3,824909	-1,471844		-6,413935	-5,849573		6,499178	5,483358		-0,7120712	-4,139715		5,623306	6,25654		5,19578	-4,441414		0,2915351	-7,398666		2,045999	-5,636036		-5,953044	3,883556		6,228578	0,0476509		-7,506334	-1,792854		-0,118783	2,743889		-0,9789342	6,269809		7,326198	5,042012		2,163339	6,971		-1,890724	-6,630891		-0,5772742	5,205108		-3,168117	-7,938175		7,969029	-0,9327986		1,244078	-1,602018		-3,885173	-2,068625		-0,2846466	2,722832		4,302944	1,678452		-2,696531	-0,344751		-0,004216559	-7,208679		-6,27355	-0,4828607		-7,391354	-6,01324		-7,359509	4,529114		6,959124	6,789836		6,83667	1,748307		-6,772339	5,939002		-8,198589	7,385305		5,005118	-4,82194		-0,004216559	-7,208679		-6,27355	-0,4828607		-7,391354	-6,01324		-7,359509	4,529114		6,959124	6,789836		6,83667	1,748307		-6,772339	5,939002		-8,198589	7,385305		5,005118	-4,82194		
